"","data1.enrolled_at","data1.purchased_statement_at","data1.gender","data1.age_range","data1.highest_education_level","data1.employment_status","data1.employment_area"
"843",1,0,1,"old age","high","retired","traditional industries"
"844",1,0,1,"middle age","high","in work","traditional industries"
"845",1,0,1,"middle age","high","in work","traditional industries"
"846",1,0,0,"prime of life","high","in work","traditional industries"
"847",1,0,1,"middle age","medium","in work","Non-traditional industries"
"848",1,0,1,"young people","medium","no job","Non-traditional industries"
"849",1,0,0,"young people","medium","no job","traditional industries"
"850",1,0,1,"middle age","high","retired","traditional industries"
"851",1,0,1,"middle age","medium","retired","traditional industries"
"852",1,0,1,"old age","medium","in work","traditional industries"
"853",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"854",1,0,1,"young people","medium","in work","Non-traditional industries"
"855",1,0,0,"middle age","medium","in work","traditional industries"
"856",1,0,0,"prime of life","high","in work","traditional industries"
"857",1,0,0,"old age","high","retired","traditional industries"
"858",1,0,0,"prime of life","medium","in work","traditional industries"
"859",1,0,0,"middle age","high","in work","traditional industries"
"860",1,0,1,"middle age","medium","in work","traditional industries"
"861",1,0,1,"middle age","ordinary","in work","traditional industries"
"862",1,0,0,"prime of life","high","in work","traditional industries"
"863",1,0,0,"prime of life","medium","in work","traditional industries"
"864",1,0,0,"middle age","medium","in work","traditional industries"
"865",1,0,0,"prime of life","high","in work","traditional industries"
"866",1,0,0,"prime of life","medium","in work","traditional industries"
"867",1,0,1,"middle age","medium","retired","Non-traditional industries"
"868",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"869",1,0,1,"middle age","medium","in work","traditional industries"
"870",1,0,1,"old age","ordinary","retired","Non-traditional industries"
"871",1,0,0,"prime of life","medium","in work","traditional industries"
"872",1,0,1,"prime of life","medium","in work","traditional industries"
"873",1,0,1,"old age","high","retired","traditional industries"
"874",1,0,1,"prime of life","medium","no job","traditional industries"
"875",1,1,1,"prime of life","high","in work","traditional industries"
"876",1,0,0,"prime of life","medium","in work","traditional industries"
"877",1,0,1,"middle age","medium","in work","traditional industries"
"878",1,0,0,"middle age","ordinary","in work","traditional industries"
"879",1,0,0,"old age","medium","in work","traditional industries"
"880",1,0,0,"middle age","medium","in work","traditional industries"
"881",1,1,1,"young people","ordinary","no job","traditional industries"
"882",1,0,1,"prime of life","medium","in work","traditional industries"
"883",1,0,0,"middle age","medium","retired","traditional industries"
"884",1,0,1,"middle age","ordinary","in work","traditional industries"
"885",1,0,1,"middle age","high","in work","Non-traditional industries"
"886",1,0,0,"middle age","medium","in work","Non-traditional industries"
"887",1,0,0,"middle age","medium","in work","traditional industries"
"888",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"889",1,0,0,"young people","high","no job","Non-traditional industries"
"890",1,0,0,"prime of life","medium","no job","traditional industries"
"891",1,0,1,"prime of life","medium","in work","traditional industries"
"892",1,0,0,"middle age","medium","in work","traditional industries"
"893",1,0,0,"middle age","high","in work","traditional industries"
"894",1,0,0,"young people","medium","in work","traditional industries"
"895",1,0,1,"old age","high","retired","traditional industries"
"896",1,0,1,"middle age","medium","in work","Non-traditional industries"
"897",1,0,1,"prime of life","medium","in work","traditional industries"
"898",1,0,0,"prime of life","high","in work","traditional industries"
"899",1,0,1,"prime of life","medium","no job","traditional industries"
"900",1,0,0,"prime of life","high","in work","traditional industries"
"901",1,0,0,"young people","medium","in work","Non-traditional industries"
"902",1,0,0,"prime of life","ordinary","in work","traditional industries"
"903",1,0,1,"prime of life","medium","in work","traditional industries"
"904",1,0,0,"prime of life","medium","in work","traditional industries"
"905",1,0,0,"prime of life","medium","in work","traditional industries"
"906",1,0,1,"prime of life","ordinary","no job","Non-traditional industries"
"907",1,0,1,"middle age","medium","in work","Non-traditional industries"
"908",1,0,0,"prime of life","medium","in work","traditional industries"
"909",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"910",1,0,1,"prime of life","medium","no job","traditional industries"
"911",1,0,1,"prime of life","medium","in work","traditional industries"
"912",1,0,1,"middle age","high","in work","Non-traditional industries"
"913",1,0,0,"middle age","medium","retired","traditional industries"
"914",1,0,1,"prime of life","medium","in work","traditional industries"
"915",1,0,1,"prime of life","medium","in work","traditional industries"
"916",1,0,0,"prime of life","ordinary","in work","Non-traditional industries"
"917",1,0,0,"middle age","high","no job","traditional industries"
"918",1,0,0,"middle age","medium","in work","Non-traditional industries"
"919",1,0,1,"young people","medium","no job","Non-traditional industries"
"920",1,0,1,"old age","medium","retired","traditional industries"
"921",1,0,1,"prime of life","ordinary","in work","traditional industries"
"922",1,0,0,"prime of life","medium","no job","traditional industries"
"923",1,0,1,"young people","medium","in work","traditional industries"
"924",1,0,0,"prime of life","high","in work","Non-traditional industries"
"925",1,0,0,"prime of life","medium","in work","traditional industries"
"926",1,0,0,"middle age","ordinary","in work","Non-traditional industries"
"927",1,0,0,"middle age","medium","in work","traditional industries"
"928",1,0,0,"middle age","high","in work","Non-traditional industries"
"929",1,0,0,"middle age","medium","in work","traditional industries"
"930",1,0,0,"young people","high","no job","traditional industries"
"931",1,0,1,"prime of life","medium","in work","traditional industries"
"932",1,0,1,"prime of life","ordinary","in work","traditional industries"
"933",1,0,1,"middle age","high","in work","Non-traditional industries"
"934",1,0,1,"young people","ordinary","no job","traditional industries"
"935",1,0,0,"prime of life","medium","in work","traditional industries"
"936",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"937",1,0,1,"prime of life","medium","in work","traditional industries"
"938",1,0,1,"prime of life","medium","in work","traditional industries"
"939",1,0,0,"prime of life","medium","in work","traditional industries"
"940",1,0,0,"young people","medium","in work","traditional industries"
"941",1,0,1,"old age","ordinary","retired","traditional industries"
"942",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"943",1,0,1,"prime of life","medium","in work","traditional industries"
"944",1,0,1,"middle age","high","in work","traditional industries"
"945",1,0,0,"middle age","medium","in work","traditional industries"
"946",1,0,1,"prime of life","medium","in work","traditional industries"
"947",1,0,0,"middle age","medium","in work","traditional industries"
"948",1,0,0,"middle age","medium","in work","traditional industries"
"949",1,0,0,"middle age","medium","in work","traditional industries"
"950",1,0,1,"prime of life","medium","in work","traditional industries"
"951",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"952",1,0,1,"prime of life","medium","in work","traditional industries"
"953",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"954",1,0,0,"prime of life","medium","in work","traditional industries"
"955",1,0,1,"prime of life","medium","in work","traditional industries"
"956",1,0,1,"prime of life","medium","in work","traditional industries"
"957",1,0,1,"prime of life","ordinary","no job","traditional industries"
"958",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"959",1,0,0,"prime of life","medium","no job","traditional industries"
"960",1,0,0,"middle age","medium","no job","traditional industries"
"961",1,0,0,"young people","ordinary","no job","traditional industries"
"962",1,0,0,"young people","medium","in work","Non-traditional industries"
"963",1,0,1,"middle age","medium","in work","Non-traditional industries"
"964",1,0,1,"middle age","high","in work","traditional industries"
"965",1,0,1,"young people","ordinary","no job","traditional industries"
"966",1,0,0,"prime of life","medium","in work","traditional industries"
"967",1,0,1,"prime of life","medium","in work","traditional industries"
"968",1,0,1,"old age","medium","retired","Non-traditional industries"
"969",1,0,1,"middle age","medium","in work","Non-traditional industries"
"970",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"971",1,0,1,"old age","ordinary","retired","traditional industries"
"972",1,0,0,"prime of life","high","in work","traditional industries"
"973",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"974",1,0,1,"young people","ordinary","in work","Non-traditional industries"
"975",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"976",1,0,0,"middle age","medium","in work","traditional industries"
"977",1,0,1,"young people","ordinary","no job","traditional industries"
"978",1,0,1,"middle age","medium","in work","traditional industries"
"979",1,0,1,"middle age","medium","in work","traditional industries"
"980",1,0,0,"old age","high","in work","traditional industries"
"981",1,0,1,"old age","medium","retired","traditional industries"
"982",1,0,0,"middle age","medium","in work","traditional industries"
"983",1,0,0,"middle age","high","no job","Non-traditional industries"
"984",1,0,0,"middle age","high","in work","traditional industries"
"985",1,1,1,"middle age","medium","in work","Non-traditional industries"
"986",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"987",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"988",1,0,0,"old age","high","retired","traditional industries"
"989",1,0,1,"middle age","ordinary","in work","Non-traditional industries"
"990",1,0,0,"middle age","high","in work","traditional industries"
"991",1,0,0,"prime of life","medium","in work","traditional industries"
"992",1,0,0,"middle age","medium","in work","Non-traditional industries"
"993",1,0,1,"prime of life","medium","in work","traditional industries"
"994",1,0,1,"middle age","medium","in work","traditional industries"
"995",1,0,0,"prime of life","medium","no job","traditional industries"
"996",1,0,1,"prime of life","medium","in work","traditional industries"
"997",1,0,0,"young people","medium","no job","traditional industries"
"998",1,0,1,"prime of life","medium","in work","traditional industries"
"999",1,0,1,"old age","medium","in work","traditional industries"
"1000",1,0,0,"middle age","medium","retired","traditional industries"
"1001",1,0,1,"old age","high","retired","traditional industries"
"1002",1,0,1,"old age","medium","retired","traditional industries"
"1003",1,0,0,"middle age","high","in work","traditional industries"
"1004",1,0,1,"old age","high","retired","traditional industries"
"1005",1,0,1,"old age","medium","in work","Non-traditional industries"
"1006",1,0,0,"middle age","high","in work","Non-traditional industries"
"1007",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1008",1,0,0,"middle age","medium","no job","Non-traditional industries"
"1009",1,0,0,"middle age","medium","in work","traditional industries"
"1010",1,0,0,"middle age","medium","no job","traditional industries"
"1011",1,0,0,"prime of life","medium","in work","traditional industries"
"1012",1,0,1,"prime of life","medium","in work","traditional industries"
"1013",1,0,0,"middle age","high","in work","traditional industries"
"1014",1,0,1,"old age","medium","retired","Non-traditional industries"
"1015",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1016",1,0,0,"old age","high","retired","traditional industries"
"1017",1,0,1,"middle age","high","in work","traditional industries"
"1018",1,0,1,"old age","medium","retired","traditional industries"
"1019",1,0,0,"old age","medium","retired","Non-traditional industries"
"1020",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1021",1,0,0,"middle age","medium","in work","traditional industries"
"1022",1,0,0,"middle age","medium","retired","traditional industries"
"1023",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"1024",1,0,0,"old age","medium","retired","traditional industries"
"1025",1,0,1,"prime of life","medium","in work","traditional industries"
"1026",1,0,0,"prime of life","medium","in work","traditional industries"
"1027",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1028",1,0,0,"old age","medium","in work","traditional industries"
"1029",1,0,0,"prime of life","high","in work","Non-traditional industries"
"1030",1,0,0,"middle age","medium","in work","traditional industries"
"1031",1,0,0,"middle age","medium","in work","Non-traditional industries"
"1032",1,0,1,"prime of life","high","in work","traditional industries"
"1033",1,0,0,"prime of life","medium","in work","traditional industries"
"1034",1,0,1,"young people","ordinary","in work","Non-traditional industries"
"1035",1,0,1,"old age","high","retired","traditional industries"
"1036",1,0,0,"prime of life","medium","in work","traditional industries"
"1037",1,0,1,"old age","high","in work","traditional industries"
"1038",1,0,1,"middle age","ordinary","in work","Non-traditional industries"
"1039",1,0,1,"old age","medium","retired","Non-traditional industries"
"1040",1,0,0,"middle age","medium","in work","traditional industries"
"1041",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"1042",1,0,1,"middle age","high","in work","traditional industries"
"1043",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"1044",1,0,0,"middle age","ordinary","no job","traditional industries"
"1045",1,0,0,"prime of life","high","no job","traditional industries"
"1046",1,0,1,"old age","ordinary","retired","traditional industries"
"1047",1,0,1,"middle age","high","no job","Non-traditional industries"
"1048",1,0,0,"middle age","medium","in work","traditional industries"
"1049",1,0,1,"old age","high","retired","traditional industries"
"1050",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"1051",1,0,1,"middle age","medium","in work","traditional industries"
"1052",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1053",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1054",1,0,0,"prime of life","medium","in work","traditional industries"
"1055",1,0,1,"prime of life","medium","in work","traditional industries"
"1056",1,0,0,"middle age","high","in work","Non-traditional industries"
"1057",1,0,1,"middle age","medium","no job","traditional industries"
"1058",1,0,1,"middle age","medium","in work","traditional industries"
"1059",1,0,0,"young people","ordinary","no job","traditional industries"
"1060",1,0,1,"middle age","ordinary","in work","traditional industries"
"1061",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1062",1,0,1,"prime of life","ordinary","in work","Non-traditional industries"
"1063",1,0,1,"middle age","high","in work","Non-traditional industries"
"1064",1,0,1,"old age","medium","retired","Non-traditional industries"
"1065",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1066",1,0,1,"prime of life","medium","in work","traditional industries"
"1067",1,0,0,"middle age","medium","in work","traditional industries"
"1068",1,0,1,"young people","medium","no job","Non-traditional industries"
"1069",1,0,1,"young people","ordinary","no job","traditional industries"
"1070",1,0,1,"middle age","high","in work","traditional industries"
"1071",1,0,0,"young people","ordinary","in work","traditional industries"
"1072",1,0,0,"prime of life","medium","in work","traditional industries"
"1073",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1074",1,0,1,"middle age","high","in work","Non-traditional industries"
"1075",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1076",1,0,1,"middle age","high","in work","traditional industries"
"1077",1,0,0,"middle age","medium","in work","traditional industries"
"1078",1,0,0,"prime of life","medium","no job","traditional industries"
"1079",1,0,1,"old age","medium","retired","traditional industries"
"1080",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1081",1,0,1,"middle age","medium","no job","Non-traditional industries"
"1082",1,0,0,"prime of life","medium","in work","traditional industries"
"1083",1,0,0,"prime of life","medium","in work","traditional industries"
"1084",1,0,1,"prime of life","medium","in work","traditional industries"
"1085",1,0,0,"middle age","medium","in work","traditional industries"
"1086",1,0,1,"prime of life","medium","in work","traditional industries"
"1087",1,0,1,"old age","high","retired","traditional industries"
"1088",1,0,1,"middle age","medium","in work","traditional industries"
"1089",1,0,0,"prime of life","medium","in work","traditional industries"
"1090",1,0,0,"middle age","medium","in work","traditional industries"
"1091",1,0,1,"middle age","medium","in work","traditional industries"
"1092",1,0,0,"middle age","medium","in work","traditional industries"
"1093",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1094",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1095",1,0,0,"prime of life","high","in work","Non-traditional industries"
"1096",1,0,1,"middle age","high","in work","traditional industries"
"1097",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1098",1,0,1,"prime of life","medium","in work","traditional industries"
"1099",1,0,0,"young people","ordinary","in work","traditional industries"
"1100",1,0,1,"prime of life","medium","in work","traditional industries"
"1101",1,0,0,"middle age","medium","in work","traditional industries"
"1102",1,0,1,"prime of life","medium","no job","traditional industries"
"1103",1,0,0,"prime of life","medium","in work","traditional industries"
"1104",1,0,1,"young people","ordinary","in work","Non-traditional industries"
"1105",1,0,1,"middle age","medium","in work","traditional industries"
"1106",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1107",1,0,1,"middle age","medium","in work","traditional industries"
"1108",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"1109",1,0,0,"middle age","medium","retired","traditional industries"
"1110",1,0,1,"middle age","medium","in work","traditional industries"
"1111",1,0,1,"old age","medium","in work","traditional industries"
"1112",1,0,0,"middle age","medium","in work","traditional industries"
"1113",1,0,0,"middle age","high","in work","Non-traditional industries"
"1114",1,0,1,"prime of life","medium","in work","traditional industries"
"1115",1,0,1,"middle age","high","in work","traditional industries"
"1116",1,0,1,"prime of life","medium","in work","traditional industries"
"1117",1,0,0,"middle age","medium","in work","traditional industries"
"1118",1,0,1,"prime of life","medium","in work","traditional industries"
"1119",1,0,1,"middle age","medium","in work","traditional industries"
"1120",1,0,1,"middle age","high","in work","traditional industries"
"1121",1,0,0,"old age","medium","retired","Non-traditional industries"
"1122",1,0,1,"old age","medium","retired","Non-traditional industries"
"1123",1,0,1,"prime of life","ordinary","no job","Non-traditional industries"
"1124",1,0,0,"prime of life","medium","in work","traditional industries"
"1125",1,0,1,"prime of life","medium","in work","traditional industries"
"1126",1,0,1,"prime of life","medium","in work","traditional industries"
"1127",1,0,0,"middle age","high","in work","Non-traditional industries"
"1128",1,0,0,"middle age","medium","in work","traditional industries"
"1129",1,0,0,"middle age","medium","in work","traditional industries"
"1130",1,0,1,"prime of life","medium","in work","traditional industries"
"1131",1,0,1,"middle age","medium","in work","traditional industries"
"1132",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1133",1,1,1,"prime of life","medium","in work","Non-traditional industries"
"1134",1,0,0,"old age","high","in work","Non-traditional industries"
"1135",1,0,0,"old age","medium","retired","traditional industries"
"1136",1,0,0,"prime of life","medium","in work","traditional industries"
"1137",1,0,0,"old age","medium","in work","traditional industries"
"1138",1,0,0,"middle age","medium","in work","traditional industries"
"1139",1,0,1,"old age","medium","in work","traditional industries"
"1140",1,0,1,"old age","high","in work","traditional industries"
"1141",1,0,1,"old age","medium","retired","traditional industries"
"1142",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"1143",1,0,1,"prime of life","ordinary","in work","traditional industries"
"1144",1,0,0,"middle age","medium","in work","traditional industries"
"1145",1,0,1,"prime of life","high","in work","Non-traditional industries"
"1146",1,0,1,"middle age","high","in work","Non-traditional industries"
"1147",1,0,1,"prime of life","medium","in work","traditional industries"
"1148",1,0,1,"middle age","medium","no job","Non-traditional industries"
"1149",1,0,0,"middle age","medium","no job","traditional industries"
"1150",1,0,1,"middle age","medium","in work","traditional industries"
"1151",1,0,0,"middle age","medium","in work","Non-traditional industries"
"1152",1,0,1,"middle age","ordinary","no job","traditional industries"
"1153",1,0,1,"middle age","ordinary","in work","Non-traditional industries"
"1154",1,0,0,"middle age","medium","in work","traditional industries"
"1155",1,0,0,"prime of life","medium","in work","traditional industries"
"1156",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"1157",1,0,0,"young people","medium","in work","traditional industries"
"1158",1,0,0,"middle age","medium","in work","traditional industries"
"1159",1,0,0,"prime of life","medium","in work","traditional industries"
"1160",1,0,1,"prime of life","medium","in work","traditional industries"
"1161",1,0,1,"prime of life","high","in work","traditional industries"
"1162",1,0,0,"middle age","medium","in work","traditional industries"
"1163",1,0,1,"old age","high","retired","traditional industries"
"1164",1,0,1,"old age","medium","retired","traditional industries"
"1165",1,0,0,"prime of life","medium","no job","traditional industries"
"1166",1,0,1,"prime of life","medium","in work","traditional industries"
"1167",1,0,1,"middle age","high","in work","traditional industries"
"1168",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1169",1,0,0,"prime of life","medium","in work","traditional industries"
"1170",1,0,0,"middle age","medium","in work","traditional industries"
"1171",1,0,0,"middle age","medium","retired","traditional industries"
"1172",1,0,1,"prime of life","medium","in work","traditional industries"
"1173",1,0,1,"middle age","ordinary","in work","traditional industries"
"1174",1,0,0,"old age","medium","retired","Non-traditional industries"
"1175",1,0,1,"middle age","medium","in work","traditional industries"
"1176",1,0,1,"middle age","ordinary","in work","traditional industries"
"1177",1,0,0,"young people","medium","no job","Non-traditional industries"
"1178",1,0,0,"middle age","high","no job","Non-traditional industries"
"1179",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1180",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1181",1,0,1,"old age","medium","retired","traditional industries"
"1182",1,0,1,"old age","high","in work","traditional industries"
"1183",1,0,0,"prime of life","ordinary","in work","Non-traditional industries"
"1184",1,0,1,"old age","high","retired","Non-traditional industries"
"1185",1,0,1,"old age","high","in work","traditional industries"
"1186",1,0,0,"middle age","medium","in work","Non-traditional industries"
"1187",1,0,0,"middle age","medium","in work","traditional industries"
"1188",1,0,0,"middle age","medium","in work","traditional industries"
"1189",1,0,1,"middle age","high","in work","traditional industries"
"1190",1,0,0,"middle age","medium","in work","traditional industries"
"1191",1,0,1,"old age","high","retired","traditional industries"
"1192",1,0,0,"prime of life","medium","in work","traditional industries"
"1193",1,0,0,"old age","medium","retired","traditional industries"
"1194",1,0,0,"old age","medium","retired","traditional industries"
"1195",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1196",1,0,0,"prime of life","medium","in work","traditional industries"
"1197",1,0,0,"middle age","medium","retired","traditional industries"
"1198",1,0,0,"prime of life","medium","in work","traditional industries"
"1199",1,0,1,"prime of life","medium","in work","traditional industries"
"1200",1,0,0,"middle age","high","in work","traditional industries"
"1201",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1202",1,0,1,"old age","high","retired","Non-traditional industries"
"1203",1,0,1,"old age","high","retired","Non-traditional industries"
"1204",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1205",1,0,1,"middle age","high","no job","traditional industries"
"1206",1,0,1,"prime of life","high","no job","Non-traditional industries"
"1207",1,0,0,"old age","medium","retired","Non-traditional industries"
"1208",1,0,1,"prime of life","medium","in work","traditional industries"
"1209",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1210",1,0,0,"prime of life","high","in work","traditional industries"
"1211",1,0,0,"middle age","medium","retired","traditional industries"
"1212",1,0,0,"middle age","high","no job","traditional industries"
"1213",1,0,1,"old age","medium","retired","Non-traditional industries"
"1214",1,0,0,"old age","high","in work","traditional industries"
"1215",1,0,0,"middle age","medium","in work","Non-traditional industries"
"1216",1,0,1,"middle age","high","in work","traditional industries"
"1217",1,0,1,"middle age","medium","retired","traditional industries"
"1218",1,0,0,"middle age","medium","in work","traditional industries"
"1219",1,0,0,"prime of life","medium","no job","traditional industries"
"1220",1,0,1,"prime of life","medium","in work","traditional industries"
"1221",1,0,0,"middle age","medium","in work","traditional industries"
"1222",1,0,0,"middle age","medium","in work","traditional industries"
"1223",1,0,1,"prime of life","medium","in work","traditional industries"
"1224",1,0,1,"middle age","high","in work","Non-traditional industries"
"1225",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1226",1,0,1,"old age","medium","retired","traditional industries"
"1227",1,0,1,"old age","ordinary","in work","traditional industries"
"1228",1,0,1,"middle age","medium","in work","traditional industries"
"1229",1,0,1,"middle age","medium","in work","traditional industries"
"1230",1,0,0,"prime of life","medium","in work","traditional industries"
"1231",1,1,1,"middle age","high","in work","traditional industries"
"1232",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1233",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1234",1,1,0,"middle age","medium","in work","traditional industries"
"1235",1,0,1,"old age","high","retired","traditional industries"
"1236",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"1237",1,0,0,"old age","high","no job","traditional industries"
"1238",1,0,1,"middle age","medium","retired","traditional industries"
"1239",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1240",1,0,0,"old age","ordinary","retired","traditional industries"
"1241",1,0,1,"middle age","medium","no job","Non-traditional industries"
"1242",1,0,0,"middle age","medium","in work","Non-traditional industries"
"1243",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"1244",1,0,1,"old age","medium","in work","traditional industries"
"1245",1,0,1,"middle age","medium","in work","traditional industries"
"1246",1,0,0,"old age","medium","no job","traditional industries"
"1247",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"1248",1,0,0,"old age","medium","in work","Non-traditional industries"
"1249",1,0,0,"old age","medium","retired","traditional industries"
"1250",1,0,1,"middle age","medium","in work","traditional industries"
"1251",1,0,1,"old age","medium","retired","Non-traditional industries"
"1252",1,0,1,"prime of life","ordinary","no job","Non-traditional industries"
"1253",1,0,1,"middle age","medium","retired","traditional industries"
"1254",1,0,0,"young people","medium","no job","Non-traditional industries"
"1255",1,0,0,"middle age","medium","in work","traditional industries"
"1256",1,0,1,"old age","ordinary","retired","traditional industries"
"1257",1,0,0,"prime of life","medium","no job","traditional industries"
"1258",1,0,0,"prime of life","medium","in work","traditional industries"
"1259",1,0,0,"prime of life","medium","no job","traditional industries"
"1260",1,0,1,"middle age","high","in work","traditional industries"
"1261",1,0,1,"middle age","medium","in work","traditional industries"
"1262",1,0,1,"middle age","medium","in work","traditional industries"
"1263",1,0,0,"middle age","medium","no job","traditional industries"
"1264",1,0,1,"middle age","medium","in work","Non-traditional industries"
"1265",1,0,0,"old age","high","in work","traditional industries"
"1266",1,0,1,"middle age","medium","in work","Non-traditional industries"
